Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,0:29,C8,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,0:29,C3,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,0:29,C9,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,0:29,C4,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,0:29,C10,0.094
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,0:29,C5,0.093
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,0:29,C11,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,0:29,C6,0.093
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,0:29,D7,0.094
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,0:29,D2,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,0:29,D8,0.095
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,0:29,D3,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,0:29,D9,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,0:29,D4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,0:29,D10,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,0:29,D5,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,0:29,D11,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,0:29,D6,0.093
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,0:29,H7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,0:29,H2,0.093
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,0:29,H8,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,0:29,H3,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,0:29,H9,0.095
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,0:29,H4,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,0:29,H10,0.098
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,0:29,H5,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,0:29,H11,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,0:29,H6,0.095
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,0:29,B7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,0:29,B2,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,0:29,B8,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,0:29,B3,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,0:29,B9,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,0:29,B4,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,0:29,B10,0.094
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,0:29,B5,0.094
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,0:29,B11,0.094
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,0:29,B6,0.095
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,0:29,C7,0.094
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,0:29,C2,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,0:29,C8,0.094
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,0:29,C3,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,0:29,C9,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,0:29,C4,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,0:29,C10,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,0:29,C5,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,0:29,C11,0.094
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,0:29,C6,0.094
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,0:29,D7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,0:29,D2,0.097
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,0:29,D8,0.095
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,0:29,D3,0.099
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,0:29,D9,0.1
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,0:29,D4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,0:29,D10,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,0:29,D5,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,0:29,D11,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,0:29,D6,0.094
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,0:29,H7,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,0:29,H2,0.094
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,0:29,H8,0.094
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,0:29,H3,0.093
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,0:29,H9,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,0:29,H4,0.094
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,0:29,H10,0.094
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,0:29,H5,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,0:29,H11,0.094
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,0:29,H6,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,0:59,B2,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,0:59,B7,0.097
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,0:59,B3,0.1
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,0:59,B8,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,0:59,B4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,0:59,B9,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,0:59,B5,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,0:59,B10,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,0:59,B6,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,0:59,B11,0.095
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,0:59,C2,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,0:59,C7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,0:59,C3,0.097
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,0:59,C8,0.093
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,0:59,C4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,0:59,C9,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,0:59,C5,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,0:59,C10,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,0:59,C6,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,0:59,C11,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,0:59,D2,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,0:59,D7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,0:59,D3,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,0:59,D8,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,0:59,D4,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,0:59,D9,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,0:59,D5,0.098
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,0:59,D10,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,0:59,D6,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,0:59,D11,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,0:59,H2,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,0:59,H7,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,0:59,H3,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,0:59,H8,0.094
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,0:59,H4,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,0:59,H9,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,0:59,H5,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,0:59,H10,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,0:59,H6,0.099
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,0:59,H11,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,0:59,B7,0.1
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,0:59,B2,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,0:59,B8,0.101
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,0:59,B3,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,0:59,B9,0.1
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,0:59,B4,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,0:59,B10,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,0:59,B5,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,0:59,B11,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,0:59,B6,0.1
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,0:59,C7,0.1
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,0:59,C2,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,0:59,C8,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,0:59,C3,0.099
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,0:59,C9,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,0:59,C4,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,0:59,C10,0.1
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,0:59,C5,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,0:59,C11,0.098
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,0:59,C6,0.099
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,0:59,D7,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,0:59,D2,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,0:59,D8,0.1
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,0:59,D3,0.1
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,0:59,D9,0.1
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,0:59,D4,0.1
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,0:59,D10,0.1
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,0:59,D5,0.1
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,0:59,D11,0.1
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,0:59,D6,0.1
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,0:59,H7,0.1
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,0:59,H2,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,0:59,H8,0.1
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,0:59,H3,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,0:59,H9,0.1
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,0:59,H4,0.1
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,0:59,H10,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,0:59,H5,0.103
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,0:59,H11,0.098
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,0:59,H6,0.101
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,0:59,B7,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,0:59,B2,0.097
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,0:59,B8,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,0:59,B3,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,0:59,B9,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,0:59,B4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,0:59,B10,0.095
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,0:59,B5,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,0:59,B11,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,0:59,B6,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,0:59,C7,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,0:59,C2,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,0:59,C8,0.1
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,0:59,C3,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,0:59,C9,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,0:59,C4,0.098
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,0:59,C10,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,0:59,C5,0.095
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,0:59,C11,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,0:59,C6,0.095
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,0:59,D7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,0:59,D2,0.1
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,0:59,D8,0.097
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,0:59,D3,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,0:59,D9,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,0:59,D4,0.1
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,0:59,D10,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,0:59,D5,0.099
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,0:59,D11,0.098
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,0:59,D6,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,0:59,H7,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,0:59,H2,0.095
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,0:59,H8,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,0:59,H3,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,0:59,H9,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,0:59,H4,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,0:59,H10,0.1
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,0:59,H5,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,0:59,H11,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,0:59,H6,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,0:59,B7,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,0:59,B2,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,0:59,B8,0.098
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,0:59,B3,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,0:59,B9,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,0:59,B4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,0:59,B10,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,0:59,B5,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,0:59,B11,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,0:59,B6,0.097
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,0:59,C7,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,0:59,C2,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,0:59,C8,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,0:59,C3,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,0:59,C9,0.097
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,0:59,C4,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,0:59,C10,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,0:59,C5,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,0:59,C11,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,0:59,C6,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,0:59,D7,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,0:59,D2,0.099
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,0:59,D8,0.097
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,0:59,D3,0.101
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,0:59,D9,0.102
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,0:59,D4,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,0:59,D10,0.097
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,0:59,D5,0.099
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,0:59,D11,0.097
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,0:59,D6,0.096
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,0:59,H7,0.099
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,0:59,H2,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,0:59,H8,0.096
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,0:59,H3,0.095
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,0:59,H9,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,0:59,H4,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,0:59,H10,0.096
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,0:59,H5,0.099
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,0:59,H11,0.096
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,0:59,H6,0.098
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,1:29,B2,0.102
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,1:29,B7,0.102
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,1:29,B3,0.105
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,1:29,B8,0.099
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,1:29,B4,0.101
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,1:29,B9,0.101
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,1:29,B5,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,1:29,B10,0.1
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,1:29,B6,0.1
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,1:29,B11,0.1
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,1:29,C2,0.103
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,1:29,C7,0.102
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,1:29,C3,0.102
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,1:29,C8,0.096
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,1:29,C4,0.102
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,1:29,C9,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,1:29,C5,0.099
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,1:29,C10,0.1
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,1:29,C6,0.1
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,1:29,C11,0.102
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,1:29,D2,0.103
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,1:29,D7,0.102
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,1:29,D3,0.103
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,1:29,D8,0.098
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,1:29,D4,0.102
